[2026-06-13 18:38:14] ADMIN: Importación masiva de estado JSON consolidado completada exitosamente.
[2026-06-13 18:38:16] ADMIN: Importación masiva de estado JSON consolidado completada exitosamente.
[2026-06-13 18:54:56] ADMIN: Equipos personalizados guardados - Partido: 73, Eq1: Group A 2nd Place, Eq2: Group B 2nd Place
[2026-06-13 18:58:01] Pronóstico guardado - Jugador: 1781052568919, Partido: 26, Marcador: 1- (unlocked: no)
[2026-06-13 18:58:03] Pronóstico guardado - Jugador: 1781052568919, Partido: 26, Marcador: 1-2 (unlocked: no)
[2026-06-13 18:58:08] Pronóstico guardado - Jugador: 1781052568919, Partido: 32, Marcador: 3- (unlocked: no)
[2026-06-13 18:58:10] Pronóstico guardado - Jugador: 1781052568919, Partido: 32, Marcador: 3-3 (unlocked: no)
[2026-06-13 19:09:14] ADMIN: Resultado real guardado - Partido: 8, Marcador: 0-0, Estado: live
[2026-06-13 19:25:36] ADMIN: Resultado real guardado - Partido: 8, Marcador: 0-1, Estado: live
[2026-06-13 19:59:19] Pronóstico guardado - Jugador: 1781052648683, Partido: 8, Marcador: -2 (unlocked: no)
[2026-06-13 19:59:20] Pronóstico guardado - Jugador: 1781052648683, Partido: 8, Marcador: 1-2 (unlocked: no)
[2026-06-13 20:01:07] Pronóstico guardado - Jugador: 1781052600345, Partido: 8, Marcador: -3 (unlocked: no)
[2026-06-13 20:01:12] Pronóstico guardado - Jugador: 1781052600345, Partido: 8, Marcador: 1-3 (unlocked: no)
[2026-06-13 20:01:16] Pronóstico guardado - Jugador: 1781052600345, Partido: 13, Marcador: 4- (unlocked: no)
[2026-06-13 20:01:20] Pronóstico guardado - Jugador: 1781052600345, Partido: 13, Marcador: 4-0 (unlocked: no)
[2026-06-13 20:01:24] Pronóstico guardado - Jugador: 1781052600345, Partido: 14, Marcador: 1- (unlocked: no)
[2026-06-13 20:01:29] Pronóstico guardado - Jugador: 1781052600345, Partido: 14, Marcador: 1-2 (unlocked: no)
[2026-06-13 20:01:35] Pronóstico guardado - Jugador: 1781052600345, Partido: 20, Marcador: 1- (unlocked: no)
[2026-06-13 20:01:43] Pronóstico guardado - Jugador: 1781052600345, Partido: 20, Marcador: 1-0 (unlocked: no)
[2026-06-13 20:07:57] Pronóstico guardado - Jugador: 1781052553597, Partido: 8, Marcador: -2 (unlocked: no)
[2026-06-13 20:07:59] Pronóstico guardado - Jugador: 1781052553597, Partido: 8, Marcador: 0-2 (unlocked: no)
[2026-06-13 20:08:11] Pronóstico guardado - Jugador: 1781052553597, Partido: 13, Marcador: 2- (unlocked: no)
[2026-06-13 20:08:13] Pronóstico guardado - Jugador: 1781052553597, Partido: 13, Marcador: 2-1 (unlocked: no)
[2026-06-13 20:09:08] Pronóstico guardado - Jugador: 1781052553597, Partido: 14, Marcador: -2 (unlocked: no)
[2026-06-13 20:09:10] Pronóstico guardado - Jugador: 1781052553597, Partido: 14, Marcador: 0-2 (unlocked: no)
[2026-06-13 20:09:25] Pronóstico guardado - Jugador: 1781052553597, Partido: 20, Marcador: -2 (unlocked: no)
[2026-06-13 20:09:27] Pronóstico guardado - Jugador: 1781052553597, Partido: 20, Marcador: 1-2 (unlocked: no)
[2026-06-13 20:13:24] Pronóstico guardado - Jugador: 1781053224616, Partido: 8, Marcador: 0- (unlocked: no)
[2026-06-13 20:13:25] Pronóstico guardado - Jugador: 1781053224616, Partido: 8, Marcador: 0-2 (unlocked: no)
[2026-06-13 20:13:28] Pronóstico guardado - Jugador: 1781053224616, Partido: 13, Marcador: 2- (unlocked: no)
[2026-06-13 20:13:31] Pronóstico guardado - Jugador: 1781053224616, Partido: 13, Marcador: 2-1 (unlocked: no)
[2026-06-13 20:13:36] Pronóstico guardado - Jugador: 1781053224616, Partido: 14, Marcador: 0- (unlocked: no)
[2026-06-13 20:13:38] Pronóstico guardado - Jugador: 1781053224616, Partido: 14, Marcador: 0-2 (unlocked: no)
[2026-06-13 20:13:42] Pronóstico guardado - Jugador: 1781053224616, Partido: 20, Marcador: 1- (unlocked: no)
[2026-06-13 20:13:43] Pronóstico guardado - Jugador: 1781053224616, Partido: 20, Marcador: 1-2 (unlocked: no)
[2026-06-13 20:25:47] Pronóstico guardado - Jugador: 1781052620631, Partido: 8, Marcador: 1- (unlocked: no)
[2026-06-13 20:25:52] Pronóstico guardado - Jugador: 1781052620631, Partido: 8, Marcador: 1-1 (unlocked: no)
[2026-06-13 20:25:55] Pronóstico guardado - Jugador: 1781052620631, Partido: 13, Marcador: 2- (unlocked: no)
[2026-06-13 20:26:00] Pronóstico guardado - Jugador: 1781052620631, Partido: 13, Marcador: 2-0 (unlocked: no)
[2026-06-13 20:26:03] Pronóstico guardado - Jugador: 1781052620631, Partido: 14, Marcador: 0- (unlocked: no)
[2026-06-13 20:26:05] Pronóstico guardado - Jugador: 1781052620631, Partido: 14, Marcador: 0-3 (unlocked: no)
[2026-06-13 20:26:14] Pronóstico guardado - Jugador: 1781052620631, Partido: 20, Marcador: 0- (unlocked: no)
[2026-06-13 20:26:22] Pronóstico guardado - Jugador: 1781052620631, Partido: 20, Marcador: 0-2 (unlocked: no)
[2026-06-13 20:26:24] Pronóstico guardado - Jugador: 1781052620631, Partido: 25, Marcador: 4- (unlocked: no)
[2026-06-13 20:26:30] Pronóstico guardado - Jugador: 1781052620631, Partido: 25, Marcador: 4-0 (unlocked: no)
[2026-06-13 20:26:37] Pronóstico guardado - Jugador: 1781052620631, Partido: 31, Marcador: 2- (unlocked: no)
[2026-06-13 20:27:53] Pronóstico guardado - Jugador: 1781052620631, Partido: 31, Marcador: 2-1 (unlocked: no)
[2026-06-13 20:27:55] Pronóstico guardado - Jugador: 1781052620631, Partido: 26, Marcador: 2- (unlocked: no)
[2026-06-13 20:27:59] Pronóstico guardado - Jugador: 1781052620631, Partido: 26, Marcador: 2-1 (unlocked: no)
[2026-06-13 20:28:02] Pronóstico guardado - Jugador: 1781052620631, Partido: 32, Marcador: 1- (unlocked: no)
[2026-06-13 20:28:05] Pronóstico guardado - Jugador: 1781052620631, Partido: 32, Marcador: 1-1 (unlocked: no)
[2026-06-13 20:51:20] Pronóstico guardado - Jugador: 1781052534647, Partido: 8, Marcador: 1- (unlocked: no)
[2026-06-13 20:51:26] Pronóstico guardado - Jugador: 1781052534647, Partido: 8, Marcador: 1-2 (unlocked: no)
[2026-06-13 20:51:30] Pronóstico guardado - Jugador: 1781052534647, Partido: 13, Marcador: 3- (unlocked: no)
[2026-06-13 20:51:35] Pronóstico guardado - Jugador: 1781052534647, Partido: 13, Marcador: 3-0 (unlocked: no)
[2026-06-13 20:51:39] Pronóstico guardado - Jugador: 1781052534647, Partido: 14, Marcador: 0- (unlocked: no)
[2026-06-13 20:51:43] Pronóstico guardado - Jugador: 1781052534647, Partido: 14, Marcador: 0-2 (unlocked: no)
[2026-06-13 20:51:46] Pronóstico guardado - Jugador: 1781052534647, Partido: 20, Marcador: 0- (unlocked: no)
[2026-06-13 20:51:49] Pronóstico guardado - Jugador: 1781052534647, Partido: 20, Marcador: 0-0 (unlocked: no)
[2026-06-13 20:52:10] Pronóstico guardado - Jugador: 1781052534647, Partido: 25, Marcador: 3- (unlocked: no)
[2026-06-13 20:52:12] Pronóstico guardado - Jugador: 1781052534647, Partido: 25, Marcador: 3-0 (unlocked: no)
[2026-06-13 20:52:17] Pronóstico guardado - Jugador: 1781052534647, Partido: 31, Marcador: 2- (unlocked: no)
[2026-06-13 20:52:19] Pronóstico guardado - Jugador: 1781052534647, Partido: 31, Marcador: 2-0 (unlocked: no)
[2026-06-13 20:52:28] Pronóstico guardado - Jugador: 1781052534647, Partido: 26, Marcador: 0- (unlocked: no)
[2026-06-13 20:52:30] Pronóstico guardado - Jugador: 1781052534647, Partido: 26, Marcador: 0-1 (unlocked: no)
[2026-06-13 20:52:43] Pronóstico guardado - Jugador: 1781052534647, Partido: 32, Marcador: 1- (unlocked: no)
[2026-06-13 20:52:46] Pronóstico guardado - Jugador: 1781052534647, Partido: 32, Marcador: 1-1 (unlocked: no)
[2026-06-13 21:04:59] ADMIN: Resultado real guardado - Partido: 8, Marcador: 1-1, Estado: live
[2026-06-13 21:06:06] ADMIN: Resultado real guardado - Partido: 8, Marcador: 1-1, Estado: finished
[2026-06-13 22:09:40] ADMIN: Resultado real guardado - Partido: 13, Marcador: 0-0, Estado: live
[2026-06-13 22:27:59] ADMIN: Resultado real guardado - Partido: 13, Marcador: 0-1, Estado: live
[2026-06-13 22:29:58] ADMIN: Resultado real guardado - Partido: 13, Marcador: 0-1, Estado: scheduled
[2026-06-13 22:30:24] Pronóstico guardado - Jugador: 1781052648683, Partido: 13, Marcador: 2- (unlocked: no)
[2026-06-13 22:30:28] Pronóstico guardado - Jugador: 1781052648683, Partido: 13, Marcador: 2-2 (unlocked: no)
[2026-06-13 22:30:38] ADMIN: Resultado real guardado - Partido: 13, Marcador: 0-1, Estado: live
[2026-06-13 22:30:59] Pronóstico guardado - Jugador: 1781052648683, Partido: 14, Marcador: 2- (unlocked: no)
[2026-06-13 22:31:01] Pronóstico guardado - Jugador: 1781052648683, Partido: 14, Marcador: 2-1 (unlocked: no)
[2026-06-13 22:31:07] Pronóstico guardado - Jugador: 1781052648683, Partido: 20, Marcador: -3 (unlocked: no)
[2026-06-13 22:31:10] Pronóstico guardado - Jugador: 1781052648683, Partido: 20, Marcador: 1-3 (unlocked: no)
[2026-06-13 22:44:34] ADMIN: Resultado real guardado - Partido: 13, Marcador: 1-1, Estado: live
[2026-06-14 00:03:07] Pronóstico guardado - Jugador: 1781052521483, Partido: 25, Marcador: -0 (unlocked: no)
[2026-06-14 00:03:14] Pronóstico guardado - Jugador: 1781052521483, Partido: 25, Marcador: 3-0 (unlocked: no)
[2026-06-14 00:03:47] Pronóstico guardado - Jugador: 1781052521483, Partido: 31, Marcador: 2- (unlocked: no)
[2026-06-14 00:03:54] Pronóstico guardado - Jugador: 1781052521483, Partido: 31, Marcador: 2-1 (unlocked: no)
[2026-06-14 00:04:23] Pronóstico guardado - Jugador: 1781052521483, Partido: 26, Marcador: 0- (unlocked: no)
[2026-06-14 00:04:26] Pronóstico guardado - Jugador: 1781052521483, Partido: 26, Marcador: 0-0 (unlocked: no)
[2026-06-14 00:06:01] Pronóstico guardado - Jugador: 1781052521483, Partido: 32, Marcador: 1- (unlocked: no)
[2026-06-14 00:06:08] Pronóstico guardado - Jugador: 1781052521483, Partido: 32, Marcador: 1-1 (unlocked: no)
[2026-06-14 00:06:55] Pronóstico guardado - Jugador: 1781052521483, Partido: 43, Marcador: -0 (unlocked: no)
[2026-06-14 00:06:57] Pronóstico guardado - Jugador: 1781052521483, Partido: 43, Marcador: 3-0 (unlocked: no)
[2026-06-14 00:08:47] Pronóstico guardado - Jugador: 1781052521483, Partido: 37, Marcador: 1- (unlocked: no)
[2026-06-14 00:08:49] Pronóstico guardado - Jugador: 1781052521483, Partido: 37, Marcador: 1-0 (unlocked: no)
[2026-06-14 00:10:08] Pronóstico guardado - Jugador: 1781052521483, Partido: 44, Marcador: -2 (unlocked: no)
[2026-06-14 00:10:10] Pronóstico guardado - Jugador: 1781052521483, Partido: 44, Marcador: 1-2 (unlocked: no)
[2026-06-14 00:11:07] Pronóstico guardado - Jugador: 1781052521483, Partido: 38, Marcador: 1- (unlocked: no)
[2026-06-14 00:11:09] Pronóstico guardado - Jugador: 1781052521483, Partido: 38, Marcador: 1-1 (unlocked: no)
[2026-06-14 00:15:57] Pronóstico guardado - Jugador: 1781051800815, Partido: 14, Marcador: 0- (unlocked: no)
[2026-06-14 00:16:01] Pronóstico guardado - Jugador: 1781051800815, Partido: 14, Marcador: 0-2 (unlocked: no)
[2026-06-14 00:16:06] Pronóstico guardado - Jugador: 1781051800815, Partido: 20, Marcador: 1- (unlocked: no)
[2026-06-14 00:16:10] Pronóstico guardado - Jugador: 1781051800815, Partido: 20, Marcador: 1-2 (unlocked: no)
[2026-06-14 00:33:31] ADMIN: Resultado real guardado - Partido: 13, Marcador: 1-1, Estado: finished
[2026-06-14 01:13:28] ADMIN: Resultado real guardado - Partido: 14, Marcador: 0-0, Estado: live
[2026-06-14 01:56:27] ADMIN: Resultado real guardado - Partido: 14, Marcador: 0-1, Estado: live
[2026-06-14 03:05:46] ADMIN: Resultado real guardado - Partido: 14, Marcador: 0-1, Estado: finished
[2026-06-14 03:50:26] [CRON] Equipos de llaves actualizados: Partido ID 20 -> Australia vs Türkiye
[2026-06-14 03:50:26] [CRON] Equipos de llaves actualizados: Partido ID 22 -> Türkiye vs Paraguay
[2026-06-14 03:50:26] [CRON] Equipos de llaves actualizados: Partido ID 23 -> Türkiye vs United States
[2026-06-14 03:50:26] [CRON] Sincronización automática completa. Resultados actualizados: 0. Llaves de eliminatoria definidas: 3.
[2026-06-14 04:09:30] ADMIN: Resultado real guardado - Partido: 20, Marcador: 0-0, Estado: live
[2026-06-14 04:28:25] ADMIN: Resultado real guardado - Partido: 20, Marcador: 1-0, Estado: live
[2026-06-14 05:17:13] ADMIN: Resultado real guardado - Partido: 1, Marcador: 2-0, Estado: finished, Has api_data: yes
[2026-06-14 05:17:13] ADMIN: Resultado real guardado - Partido: 2, Marcador: 2-1, Estado: finished, Has api_data: yes
[2026-06-14 05:17:13] ADMIN: Resultado real guardado - Partido: 7, Marcador: 1-1, Estado: finished, Has api_data: yes
[2026-06-14 05:17:13] ADMIN: Resultado real guardado - Partido: 19, Marcador: 4-1, Estado: finished, Has api_data: yes
[2026-06-14 05:17:13] ADMIN: Resultado real guardado - Partido: 8, Marcador: 1-1, Estado: finished, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 13, Marcador: 1-1, Estado: finished, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 14, Marcador: 0-1, Estado: finished, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 20, Marcador: 1-0, Estado: live, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 25, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 31, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 26, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:14] ADMIN: Resultado real guardado - Partido: 32, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 43, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 37, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 44, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 38, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 49, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 50, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 55, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:15] ADMIN: Resultado real guardado - Partido: 56, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 61, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 67, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 68, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 62, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 3, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 9, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:16] ADMIN: Resultado real guardado - Partido: 10, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:17] ADMIN: Resultado real guardado - Partido: 4, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:17] ADMIN: Resultado real guardado - Partido: 21, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:17] ADMIN: Resultado real guardado - Partido: 15, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:17] ADMIN: Resultado real guardado - Partido: 16, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:17] ADMIN: Resultado real guardado - Partido: 22, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:17] ADMIN: Resultado real guardado - Partido: 33, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 27, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 28, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 34, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 45, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 39, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 46, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:18] ADMIN: Resultado real guardado - Partido: 40, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 57, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 51, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 52, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 58, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 63, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 69, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:19] ADMIN: Resultado real guardado - Partido: 70, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 64, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 12, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 11, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 18, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 17, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 5, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 6, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:20] ADMIN: Resultado real guardado - Partido: 29, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 30, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 35, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 36, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 24, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 23, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 53, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
[2026-06-14 05:17:21] ADMIN: Resultado real guardado - Partido: 54, Marcador: N/A-N/A, Estado: scheduled, Has api_data: yes
